,title,desc,link,teks_beasiswa,encode_beasiswa
0,Beasiswa S2 Double Degree dari Kemenag RI,"Hai Sobat Beasiswa.ID ! Buat kamu yang baru lulus S1, beasiswa dari Kementerian Agama bisa kamu coba, apalagi beasiswa ini menawarkan dua gelar sekaligus. Beasiswa S2Double DegreeMagisterLuar Negeri adalah programBeasiswa Indonesia Bangkit(BIB) dari Kemenag RI yang khusus dibuka untuk lulusan S1 dari Perguruan Tinggi Keagamaan, Fakultas Agama Islam di Perguruan Tinggi Umum, atau alumni Program Beasiswa Santri Berprestasi. Program ini memberikan kesempatan buat kamu yang ingin melanjutkan kuliah sambil mendapatkan pengalaman belajar di dua kampus sekaligus, baik di dalam negeri maupun di luar negeri.",https://beasiswa.id/2025/beasiswa-s2-double-degree-dari-kemenag-ri/,"Beasiswa S2 Double Degree dari Kemenag RI Hai Sobat Beasiswa.ID ! Buat kamu yang baru lulus S1, beasiswa dari Kementerian Agama bisa kamu coba, apalagi beasiswa ini menawarkan dua gelar sekaligus. Beasiswa S2Double DegreeMagisterLuar Negeri adalah programBeasiswa Indonesia Bangkit(BIB) dari Kemenag RI yang khusus dibuka untuk lulusan S1 dari Perguruan Tinggi Keagamaan, Fakultas Agama Islam di Perguruan Tinggi Umum, atau alumni Program Beasiswa Santri Berprestasi. Program ini memberikan kesempatan buat kamu yang ingin melanjutkan kuliah sambil mendapatkan pengalaman belajar di dua kampus sekaligus, baik di dalam negeri maupun di luar negeri.","[ 1.20720714e-02  1.17644900e-03 -3.17443162e-02 -1.10669644e-03
 -1.21624712e-02  2.79778000e-02  5.05706156e-03 -6.27978100e-03
  1.39040509e-02 -8.42013769e-03 -1.61702130e-02  8.07605684e-03
  2.94904076e-02 -8.45858827e-02 -1.78195983e-02 -6.08795211e-02
 -7.90143013e-02 -1.24233197e-02  1.59785710e-02 -1.01534627e-01
 -1.09864268e-02 -3.14493314e-03 -1.12734474e-02  9.56128910e-03
 -1.37324203e-02  1.86513849e-02 -1.56427361e-02  3.52383293e-02
  5.31325601e-02 -7.66018312e-03  5.88396452e-02 -1.13924071e-02
  3.60673144e-02  1.73966419e-02 -3.69360447e-02 -1.56943742e-02
  8.93833786e-02 -2.74183620e-02  3.71554494e-02  5.66701628e-02
  3.12982351e-02  2.21906342e-02  1.23950746e-02 -5.95422946e-02
  4.30319570e-02 -2.25051641e-02 -1.03542898e-02 -2.23816633e-02
  8.51413421e-03  5.95026836e-03 -5.68971708e-02 -5.27579486e-02
 -4.80407337e-03 -9.38779712e-02 -1.53779378e-02  1.02693336e-02
 -1.68872774e-02  7.31824040e-02 -3.82448174e-02 -5.42396493e-02
  6.25085160e-02  6.16525486e-03  7.61065930e-02  8.60187225e-03
  3.28890420e-02 -9.98970587e-03 -1.42562599e-03 -5.24861515e-02
  5.01259379e-02  2.78146155e-02 -4.58456762e-03 -7.05394372e-02
 -8.02396834e-02  4.71039601e-02  6.48624380e-04  5.47153428e-02
 -2.78482493e-02  3.88237275e-02  4.28394321e-03  2.26018820e-02
 -2.67507434e-02 -6.66046292e-02 -4.73673046e-02  6.22102059e-03
 -7.84917548e-03 -1.20517071e-02 -2.58875489e-02 -4.11889479e-02
 -1.24769406e-02 -4.33342122e-02  8.83763283e-02 -7.48399049e-02
 -3.94129418e-02  4.90555800e-02 -4.81885672e-02 -2.93819699e-02
 -5.27085438e-02 -3.13351192e-02  1.75794978e-02 -1.48779703e-02
 -7.75937513e-02  2.43661590e-02  1.92287844e-02  1.06192296e-02
  1.38489623e-02 -5.13779046e-03  9.12195742e-02  3.74030285e-02
  5.21090766e-03  7.10243881e-02 -5.01660397e-03 -1.23413913e-02
 -5.56099005e-02 -7.13980570e-02  7.21918494e-02  4.42215912e-02
  6.73205256e-02  6.90949932e-02  8.63420516e-02  6.25614971e-02
  2.00741721e-04 -2.97145303e-02  4.78487574e-02 -1.03811726e-01
 -6.50395155e-02 -1.30673617e-01 -6.18999153e-02  3.70840979e-04
 -9.03572142e-02 -3.08205858e-02  1.55999921e-02 -6.52627796e-02
 -3.31758261e-02 -1.08444467e-01  2.04758197e-02 -4.25137347e-03
  1.53678413e-02  3.61584104e-03  5.58998063e-03  5.35406992e-02
 -5.93980495e-03  8.58954992e-03  4.36533317e-02 -1.76081639e-02
  8.44250619e-02 -2.79219467e-02 -1.75716821e-03 -8.12899508e-03
  6.21493049e-02 -6.84270188e-02  9.86544043e-02 -1.03251576e-01
  5.11242375e-02 -2.36309357e-02  4.49993908e-02 -5.11346711e-03
  4.57929820e-02  6.38505677e-03  1.06267974e-01 -7.56988525e-02
 -1.42086670e-01 -3.52092944e-02 -2.38159485e-02  1.37696499e-02
  6.08277395e-02  3.65931541e-02 -2.92392541e-02 -1.49166035e-02
  3.08464300e-02  6.53954372e-02  1.20938957e-01 -3.70171480e-02
  5.15815020e-02  6.24832883e-02 -5.11680022e-02  4.65264767e-02
  8.71214122e-02 -1.35875437e-02 -4.31240909e-02 -9.11202058e-02
  2.04931423e-02  6.53084414e-03  7.17350170e-02 -1.44705791e-02
 -6.08524075e-03 -5.92597900e-03 -2.82601211e-02  4.51943092e-02
 -7.95548707e-02 -4.84297536e-02 -3.79683785e-02 -2.61294376e-02
  6.02874160e-02 -4.24921624e-02 -4.12691385e-02 -7.29527324e-02
 -6.13347767e-03 -2.16096900e-02 -8.29810873e-02  1.33203138e-02
  2.99283247e-02  4.01905254e-02 -7.08969906e-02 -3.85752432e-02
 -9.11734533e-03 -1.03995518e-03  3.06584220e-02  8.67079049e-02
  6.50446571e-04 -2.82759545e-03  1.00539979e-02 -8.64019841e-02
 -2.02707406e-02 -2.20625289e-02  6.60353154e-02 -8.34467039e-02
 -4.71225716e-02 -8.53560679e-03  2.88488586e-02  2.56405324e-02
  7.16829598e-02  5.51263653e-02  2.01505125e-02 -2.56193278e-04
  5.57392128e-02  1.12207253e-02  3.16882171e-02  8.15420970e-03
  2.55989004e-02  4.59103920e-02  2.86770444e-02  2.51345467e-02
 -5.19604944e-02 -2.67951377e-02  5.93202412e-02 -2.68288273e-02
  2.39137765e-02  9.59167629e-02  1.07873110e-02 -4.49488638e-03
  5.21833710e-02 -3.06218266e-02 -3.61572877e-02 -2.31581600e-03
 -6.42423555e-02  1.00455187e-01  1.19220512e-02 -3.38762179e-02
  1.47236325e-02 -7.03664497e-03  5.31120040e-02  3.83935720e-02
 -4.22211699e-02  7.56922038e-03  8.40276554e-02  9.44167655e-03
 -9.03403163e-02  4.81198393e-02 -2.48977914e-02 -1.29022792e-01
 -4.48187180e-02  4.22723889e-02 -2.32560895e-02  2.56808233e-02
  1.04090713e-01  4.38340381e-02  1.05099904e-03  3.04486998e-03
  7.21495599e-02 -6.02654852e-02  9.23035741e-02  3.80375609e-02
  4.30202633e-02 -1.10366546e-01 -3.72992605e-02  1.77042950e-02
  2.57799253e-02  3.99958901e-02  1.42700747e-01  1.31742638e-02
  1.71706714e-02  2.02377792e-02 -8.89536887e-02 -9.18813124e-02
  6.34274408e-02  4.37317453e-02 -2.52963956e-02  8.18003565e-02
  3.88642922e-02 -4.03233245e-03 -2.38363538e-02  4.40762378e-02
 -2.29561049e-02  6.23088470e-03 -4.69896831e-02 -6.31402805e-02
  7.26564750e-02 -7.89400097e-03 -3.69960885e-03  2.45975913e-04
 -1.31873116e-01  4.14579995e-02  2.97810845e-02 -2.37966683e-02
  3.48510519e-02  7.66038056e-03 -1.05451055e-01  5.22853322e-02
  7.48652816e-02 -6.12133555e-02  4.03492302e-02  2.32709921e-03
  5.09048589e-02 -8.25680941e-02 -3.89629267e-02  2.35156845e-02
  3.00188120e-02  3.20447050e-02 -4.28215377e-02 -1.31467139e-04
 -4.17055264e-02 -6.31302595e-02  1.31658344e-02  1.02762822e-02
 -9.62776970e-03  8.99783429e-03 -8.66992697e-02 -3.99503857e-02
 -5.15117012e-02 -6.86350912e-02 -1.36969820e-01 -3.50062712e-03
 -1.72959771e-02 -2.47640479e-02 -5.69014810e-02  4.75053117e-02
  2.48532780e-02  8.06861669e-02  5.44961095e-02 -6.16097115e-02
  3.57070267e-02 -4.64017577e-02 -2.92222761e-03 -6.82885349e-02
 -4.36637960e-02  9.21166912e-02  4.78391759e-02 -3.56341451e-02
  7.96072185e-02 -1.89761613e-02 -2.30994001e-02 -6.29796907e-02
  9.00968015e-02 -6.79813847e-02 -2.83373445e-02 -1.04234934e-01
  6.57673106e-02  2.65284702e-02  1.76960118e-02  1.60757601e-02
  3.03206686e-02 -4.04019654e-02  9.21392217e-02 -2.28222329e-02
  3.17500047e-02  5.11469655e-02  8.24816823e-02  7.38061666e-02
  5.56296483e-02 -2.90683955e-02 -3.50473188e-02 -4.71057445e-02
 -1.43137779e-02 -5.46601005e-02 -7.68269226e-02  6.97047189e-02
 -4.83160466e-02  1.42114412e-03 -1.01592705e-01  3.64196394e-03
  4.03689668e-02 -1.24156982e-01 -3.59660992e-03  4.39796038e-02]"
1,"Beasiswa S1 di Shizuoka University, Jepang","Hai Sobat Beasiswa.ID! Apakah kamu sedang mencari beasiswa diJepang? Tawaran beasiswa berikut patut kamu pertimbangkan!Shizuoka Universitysecara rutin menawarkan programAsia Bridge Program(ABP) bagi siswa lulusan SMA/Sederajat dari Indonesia, India, Myanmar, Thailand, dan Vietnam untuk menempuh kuliah S1 di Shizuoka University.",https://beasiswa.id/2024/beasiswa-s1-di-shizuoka-university-jepang-2/,"Beasiswa S1 di Shizuoka University, Jepang Hai Sobat Beasiswa.ID! Apakah kamu sedang mencari beasiswa diJepang? Tawaran beasiswa berikut patut kamu pertimbangkan!Shizuoka Universitysecara rutin menawarkan programAsia Bridge Program(ABP) bagi siswa lulusan SMA/Sederajat dari Indonesia, India, Myanmar, Thailand, dan Vietnam untuk menempuh kuliah S1 di Shizuoka University.","[ 9.70346387e-03  1.75833143e-02 -1.41918985e-02  2.44477205e-02
 -1.62549466e-02 -8.13400280e-03  9.47260298e-03 -1.66971609e-02
  5.18083572e-03 -3.30056846e-02  3.26469704e-03  1.63952243e-02
  2.76983287e-02 -8.33678618e-02 -5.92793487e-02 -3.37718949e-02
 -7.65648410e-02 -4.50647576e-03  1.65924318e-02 -8.03635195e-02
 -2.42261663e-02  4.09396598e-03 -2.10769810e-02  1.40811270e-02
 -6.37330953e-03 -1.38290226e-02  1.32483663e-02  7.18317702e-02
  4.11006622e-02 -4.11577299e-02  5.30293696e-02 -1.40796723e-02
  1.07836612e-02  4.52090874e-02 -1.20421443e-02  1.56756938e-02
  7.44607151e-02 -6.24512769e-02  2.68319156e-02  4.19250205e-02
  1.26540789e-03  2.56214887e-02  3.16195674e-02 -8.37003365e-02
  6.20226339e-02 -2.41248850e-02 -9.66755953e-03 -2.47093067e-02
  3.90324704e-02 -2.18166113e-02 -3.82802673e-02 -2.94195097e-02
  9.70268063e-03 -1.02847129e-01 -6.31598741e-05 -1.75348260e-02
 -3.21215275e-03  6.53984249e-02 -6.33472428e-02 -5.91462739e-02
  2.66980920e-02 -1.24232564e-03  4.93548587e-02  3.16900127e-02
  1.46744046e-02 -1.93516407e-02  8.00420064e-03 -3.29756588e-02
  1.40814930e-02  2.76361946e-02 -8.56234133e-03 -9.04890373e-02
 -1.07990950e-01  5.31914420e-02 -2.48098355e-02  4.97043319e-02
 -1.32306125e-02  3.16600464e-02  6.81803972e-02  2.20480841e-02
 -3.23521905e-02 -7.56395385e-02 -5.60366996e-02  3.61583233e-02
 -3.79052311e-02  1.61681380e-02 -2.23782118e-02 -3.63065973e-02
 -2.12241486e-02 -5.18717058e-02  4.22673263e-02 -9.74144042e-02
 -2.96798460e-02  6.75835013e-02 -6.36891723e-02 -2.03981306e-02
 -6.89790174e-02 -7.49125332e-03 -1.73870474e-02 -6.80917967e-03
 -5.19382469e-02  6.03405349e-02  4.17380258e-02  5.19715920e-02
 -2.64435750e-03  3.82010750e-02  1.02589719e-01  6.38264567e-02
  3.78322527e-02  4.59467880e-02 -4.82740998e-02 -2.81151310e-02
 -5.12316898e-02 -5.95661998e-02  2.33968291e-02  5.06969690e-02
  6.03293590e-02  8.47057402e-02  7.74058551e-02  9.84789953e-02
  2.03379411e-02 -1.91876814e-02  3.80385183e-02 -9.73046646e-02
 -3.63866463e-02 -1.29891217e-01 -5.48186712e-02  3.67587141e-04
 -6.47800341e-02 -2.63318364e-02 -1.24371843e-02 -6.35017753e-02
 -2.76162438e-02 -1.20066114e-01  1.89105589e-02 -5.23025356e-03
  1.48741575e-03 -7.00171199e-03  1.45540368e-02  5.78019321e-02
 -7.87852984e-03 -7.58073181e-02  3.69800143e-02  1.83736682e-02
  4.71606813e-02 -2.39249859e-02  1.92844309e-02  2.97738649e-02
  1.99315194e-02 -7.48403370e-02  8.81233066e-02 -1.40331060e-01
  5.56533448e-02 -3.25934663e-02  2.97590308e-02 -3.26683396e-03
  3.17323022e-02 -1.69159914e-03  6.86510131e-02 -3.47667746e-02
 -1.83887288e-01 -2.07538232e-02 -6.91586882e-02  5.11446269e-03
  5.65177463e-02  2.50233691e-02 -2.32164413e-02  1.54922828e-02
  6.23158030e-02  5.39944582e-02  7.88202658e-02 -3.58265601e-02
  6.60803914e-02  7.44729117e-02 -5.40525429e-02  5.42738177e-02
  6.98417500e-02  9.66513250e-03 -4.96205725e-02 -3.67004983e-02
  1.72647256e-02 -2.45791413e-02  6.47123456e-02 -4.27813753e-02
  1.29967202e-02  1.66568684e-03 -3.16664986e-02  4.92126122e-02
 -6.66528791e-02 -4.53861728e-02 -5.49172126e-02 -3.92349483e-03
  4.39301208e-02 -4.58983667e-02 -3.99923697e-02 -4.40554023e-02
  8.32030550e-03 -3.61616574e-02 -7.83485100e-02 -2.16470286e-02
  1.37376124e-02  4.08971198e-02 -5.99409640e-02 -2.48708371e-02
 -7.27899186e-03  3.62396389e-02  1.57766361e-02  8.72752592e-02
 -1.10606914e-02 -2.19418649e-02 -1.29447291e-02 -5.86889423e-02
 -5.34316059e-04  1.01428106e-02  7.14579448e-02 -1.37248293e-01
 -4.15427908e-02 -4.50242683e-03  3.57062221e-02  1.13135937e-03
  6.44027218e-02  5.07436171e-02  2.61254478e-02 -2.62054120e-04
  3.33573408e-02  9.81692970e-03  3.97439301e-02  1.93173923e-02
  3.44595313e-02  3.38262953e-02  3.82826175e-03  1.82296671e-02
 -4.88897339e-02  2.15779468e-02  6.06974736e-02 -5.14059365e-02
  8.85438453e-03  4.39077951e-02 -2.20539328e-02  6.69581443e-03
  1.06587991e-01 -5.97155653e-02 -6.87684044e-02  4.63618077e-02
 -6.20419756e-02  8.77041072e-02 -2.05976944e-02 -3.12363915e-02
 -3.08373310e-02  2.52757687e-02  6.94887787e-02  1.57305524e-02
 -2.71073040e-02 -1.54452147e-02  6.71286136e-02  4.76558506e-03
 -5.91305941e-02  5.02204075e-02 -2.36282777e-02 -7.78534412e-02
 -2.40772609e-02  6.24638870e-02  1.19944038e-02  4.07528989e-02
  1.10580683e-01  4.80409041e-02 -1.50952972e-02  5.30242827e-03
  7.49877319e-02 -1.40417069e-02  4.40150052e-02  1.68513581e-02
  6.02861717e-02 -1.27722383e-01 -4.27900255e-02  8.80534425e-02
  2.61760969e-02  1.46396449e-02  1.31868392e-01  1.18917441e-02
  4.72304001e-02  3.61802988e-02 -8.50983039e-02  1.87996411e-04
  5.39150052e-02  6.16679341e-02 -3.57603319e-02  9.28015783e-02
  1.44849187e-02 -7.35786557e-03 -4.09031883e-02 -8.47056787e-03
 -2.51518469e-02  1.09561924e-02 -2.44719703e-02 -3.65202017e-02
  1.19845934e-01 -2.24241875e-02  1.21150333e-02  2.60086115e-02
 -8.81652161e-02  5.71346693e-02  4.65326011e-02 -2.30455175e-02
  7.07931891e-02  1.36048009e-03 -1.31102234e-01  2.74932701e-02
  7.77608901e-02 -7.59341270e-02  3.94849069e-02  1.21497288e-02
  4.46885042e-02 -7.72695318e-02  9.92583111e-03  5.10965027e-02
  2.37223078e-02 -3.25006573e-03 -7.10914582e-02 -1.26737184e-04
 -2.02737264e-02 -1.07471541e-01 -7.47768767e-03  3.65824177e-04
 -2.94557102e-02  2.30394900e-02 -8.73560533e-02 -6.59721717e-02
 -5.34456596e-02 -4.80011031e-02 -1.36934906e-01  2.74295993e-02
 -3.90917398e-02 -1.22245699e-02 -3.92196961e-02  7.91822672e-02
  4.88744816e-03  7.54050016e-02  5.47474511e-02 -4.24261205e-02
  1.43490611e-02 -5.98246343e-02 -1.80206876e-02 -6.16062731e-02
 -3.54494415e-02  5.66665791e-02  3.61625827e-03 -3.58922221e-02
  6.27963245e-02 -1.08824223e-02 -3.51862200e-02 -2.13886555e-02
  6.16077296e-02 -4.99428064e-02  2.96429489e-02 -1.11851923e-01
  7.10916296e-02  4.83549796e-02  3.34433801e-02  4.32477193e-03
  3.48613188e-02 -4.51674089e-02  6.24735914e-02 -4.16915268e-02
  5.04982807e-02  5.89641519e-02  7.39473030e-02  3.83385830e-02
  3.99651565e-02 -2.77979933e-02 -2.33054981e-02 -2.64928080e-02
  1.70162581e-02 -9.83181298e-02 -5.30127287e-02  1.05372868e-01
 -2.06548907e-02 -1.25841908e-02 -9.43412334e-02  7.30070332e-03
  3.39759514e-02 -9.71941352e-02 -3.33065949e-02  5.95512874e-02]"
2,Beasiswa S1 dari Badan Kepegawaian Negara (BKN),Hai Sobat Beasiswa.ID! Program beasiswa ini ditawarkan olehBadan Kepegawaian Negara(BKN) melalui beasiswa pendidikan Ilmu Kepegawaian Angkatan XVIII bekerjasama denganUniversitas Negeri Jakarta(UNJ). Beasiswa ini ditujukan bagi PNS di Tanah Air yang ingin melanjutkan studi jenjang S1 Program Studi Manajemen KonsentrasiManajemen Sumber Daya Manusia(MSDM) di UNJ.,https://beasiswa.id/2024/beasiswa-s1-dari-badan-kepegawaian-negara-bkn/,Beasiswa S1 dari Badan Kepegawaian Negara (BKN) Hai Sobat Beasiswa.ID! Program beasiswa ini ditawarkan olehBadan Kepegawaian Negara(BKN) melalui beasiswa pendidikan Ilmu Kepegawaian Angkatan XVIII bekerjasama denganUniversitas Negeri Jakarta(UNJ). Beasiswa ini ditujukan bagi PNS di Tanah Air yang ingin melanjutkan studi jenjang S1 Program Studi Manajemen KonsentrasiManajemen Sumber Daya Manusia(MSDM) di UNJ.,"[-1.30993512e-03  3.50882602e-03 -1.81375705e-02  9.35013220e-03
 -8.18370003e-03  3.00376788e-02  3.45063321e-02 -4.79867822e-03
 -1.45961605e-02 -1.89320352e-02 -3.25319134e-02  3.02684512e-02
  1.66894612e-03 -7.13708028e-02 -5.01638800e-02 -6.04923777e-02
 -8.82628411e-02 -2.39867214e-02  2.42343787e-02 -6.52794838e-02
  4.23479127e-03  8.69571697e-03 -3.32903191e-02  1.03906645e-02
 -1.74149126e-02 -8.90250131e-03 -4.99486085e-03  3.34114693e-02
  4.85611036e-02 -2.32939962e-02  6.86061978e-02 -2.62929350e-02
  5.07582910e-02  4.81712930e-02 -2.90648919e-02  2.59202253e-03
  7.01100007e-02 -3.29768397e-02  1.78067442e-02  6.67985827e-02
 -2.23052409e-02  3.20831873e-02  3.74824405e-02 -8.20177644e-02
  4.49778251e-02 -7.06574842e-02 -3.76484208e-02  1.22136681e-03
  4.01071645e-02  2.30534635e-02 -4.62096184e-02 -3.87778096e-02
 -5.78812370e-03 -1.21691510e-01 -5.16747637e-03  7.50173815e-04
 -3.79050188e-02  6.61629438e-02 -5.96866012e-02 -4.11348194e-02
  5.23619615e-02 -2.33498611e-03  8.12015012e-02  1.45463822e-02
  2.85853334e-02 -4.61880155e-02  1.44076832e-02 -2.62026601e-02
  5.12039214e-02  1.65851787e-02 -3.98128591e-02 -1.08618662e-01
 -9.21479389e-02  3.38031426e-02 -4.36929241e-02  8.97813514e-02
 -3.49433944e-02  3.79043519e-02  6.59008473e-02  1.74506325e-02
 -7.38306064e-03 -4.47415598e-02 -6.50106892e-02  2.60974728e-02
 -2.81259548e-02  1.85007956e-02 -1.10096876e-02 -1.05850520e-02
 -9.16399527e-03 -3.39812748e-02  8.24272633e-02 -5.13399728e-02
 -5.75154014e-02  6.59751967e-02 -4.69475910e-02 -5.13813756e-02
 -3.35574821e-02 -2.34064534e-02  2.12527392e-03  8.37575458e-03
 -6.36472851e-02  5.03373221e-02  7.21629858e-02  5.14325500e-02
 -3.82885672e-02  1.31873209e-02  1.07663304e-01  1.21851703e-02
  5.68822306e-03  2.66461428e-02 -3.02421972e-02 -4.46500955e-03
 -5.30596077e-02 -7.66160116e-02  1.89727787e-02  3.71117480e-02
  4.18829694e-02  1.15087882e-01  6.74415380e-02  6.90047815e-02
 -6.01122249e-03 -1.27922120e-02  2.27762349e-02 -1.22478649e-01
 -4.67453636e-02 -1.13096029e-01 -5.55979051e-02  4.04339604e-04
 -8.03118348e-02 -5.16920313e-02 -1.65414214e-02 -2.81323008e-02
 -4.82041836e-02 -1.16030023e-01  5.13107814e-02  2.36026775e-02
  4.69401106e-03  6.14513736e-03  1.76445674e-02  5.81182800e-02
  1.16132526e-02 -3.88453193e-02  3.28127667e-02  7.39215035e-03
  4.97857481e-02 -4.48579006e-02  1.76590756e-02  1.19238980e-02
  3.48735265e-02 -7.89152235e-02  8.38206336e-02 -1.40983507e-01
  5.10319471e-02 -6.36814237e-02  3.54652256e-02  1.12140365e-02
  2.63603237e-02  1.07118683e-02  9.30175036e-02 -6.82008192e-02
 -1.49940595e-01 -3.42122801e-02 -1.32320020e-02 -1.15503259e-02
  8.23295787e-02  1.85743496e-02 -3.91287962e-03 -1.85847841e-02
 -2.86317104e-03  7.09991530e-02  9.78461206e-02 -6.30450323e-02
  3.73291969e-02  8.05744529e-02 -4.84726951e-02  4.04077619e-02
  7.92485625e-02  4.85618337e-04 -6.24721833e-02 -7.68210217e-02
  6.46068016e-03  3.56347347e-03  6.70981929e-02 -1.25099374e-02
  9.01350845e-03  2.98165344e-03 -2.02093460e-02  1.69106368e-02
 -6.20944910e-02 -3.21637318e-02 -6.15301728e-02 -2.75895745e-02
  6.89633787e-02 -4.57131155e-02 -3.46699655e-02 -6.44482821e-02
  3.73093411e-02 -4.76607531e-02 -8.55488479e-02  3.78655083e-03
  3.23739573e-02  3.74153554e-02 -6.65018559e-02 -6.89716078e-03
 -4.66586649e-03  4.03843150e-02  1.11641726e-02  1.12771429e-01
  4.59959498e-03 -1.27178477e-02  6.43075397e-03 -9.56699848e-02
  6.37661666e-03  8.77528358e-03  6.26464486e-02 -1.04317874e-01
 -1.37208318e-02  1.58209924e-03  4.90364358e-02  8.44846666e-03
  7.55298510e-02  5.59912920e-02  2.32946184e-02 -2.85320391e-04
  2.43085753e-02 -9.55257379e-03  5.81687130e-02  1.45028513e-02
  1.20268017e-02  6.58613592e-02 -4.73935012e-04  1.91192850e-02
 -6.31227866e-02 -8.99706967e-03  5.04044518e-02 -4.15307358e-02
  9.84977372e-03  6.66500628e-02  2.81819422e-03  3.17261810e-03
  3.94562408e-02 -5.35700247e-02 -4.68121730e-02  2.57955827e-02
 -5.43295406e-02  8.28152075e-02 -4.26376723e-02 -1.71868503e-02
  8.40809010e-03  1.12428460e-02  5.84715866e-02  3.30448560e-02
 -4.41991016e-02  1.59640703e-03  8.04680213e-02  7.52507476e-03
 -7.13628307e-02  5.47854640e-02 -2.19881721e-02 -8.99204090e-02
 -1.37587152e-02  2.99384240e-02 -6.57064887e-03  4.01760451e-02
  9.83773246e-02  4.91683222e-02  1.43061215e-02 -2.35571098e-02
  7.45091140e-02 -2.24466976e-02  6.36824369e-02 -7.46158650e-03
  5.46900481e-02 -1.26523077e-01 -5.03987595e-02  7.26126283e-02
  2.67529842e-02 -1.38118360e-02  1.67109221e-01 -1.23150332e-03
  5.49721345e-02 -4.26787091e-03 -7.71718249e-02 -3.75478081e-02
  6.14939630e-02  4.22841012e-02 -2.51410827e-02  7.88261369e-02
  3.83854695e-02  2.38301698e-03 -1.21026160e-02  3.38546149e-02
  4.05068121e-08 -6.15247572e-03 -2.01954730e-02 -1.38384253e-02
  1.03976220e-01 -2.81661078e-02 -6.53827144e-03  1.18842199e-02
 -1.18354604e-01  4.35240008e-02  1.40875345e-02 -3.04733781e-04
  6.17532358e-02 -1.06449109e-02 -1.22409090e-01 -9.52488650e-03
  9.18493494e-02 -4.11551557e-02  6.67426959e-02 -2.30022590e-03
  2.73292735e-02 -5.50280251e-02 -1.98085550e-02  4.74013537e-02
  1.45395109e-02  1.58085339e-02 -4.56260741e-02 -1.38523785e-04
 -4.22292799e-02 -9.67289060e-02  7.37092644e-03 -1.17145553e-02
 -3.35824005e-02  6.93427678e-03 -8.02015364e-02 -3.68280411e-02
 -5.03915623e-02 -5.17295450e-02 -1.22246869e-01  4.66679409e-03
 -5.26897758e-02 -3.00460379e-03 -2.29949802e-02  4.03122343e-02
 -7.38992821e-03  8.53894800e-02  5.54840490e-02 -2.82628909e-02
  6.52513728e-02 -5.07406145e-02 -2.08240375e-02 -7.27544129e-02
 -5.59988944e-03  6.81420937e-02  1.74874272e-02  5.20999730e-03
  7.99981877e-02 -1.71417650e-02 -1.89239718e-02 -4.93417137e-05
  8.09147656e-02 -5.34647368e-02 -3.55108306e-02 -1.10038124e-01
  8.25424120e-02  3.60759534e-02  2.68395357e-02  3.08043254e-03
  1.95543710e-02 -2.78410614e-02  6.33967817e-02 -4.17650305e-02
  3.22114378e-02  6.50292411e-02  5.82424253e-02  5.88021688e-02
  1.62033886e-02 -5.74523918e-02 -3.16157117e-02 -3.25346403e-02
 -5.83807379e-03 -8.35685432e-02 -6.05178364e-02  8.37962255e-02
 -2.56551802e-02  2.66076326e-02 -1.09470457e-01  1.83958886e-03
  3.36811575e-03 -1.08932070e-01 -3.08068655e-02  5.85554093e-02]"
